| table_name                 | column_name                  | ordinal_position | data_type                | full_data_type           | is_nullable | column_default                                                                                                                                              |
| scope_amendments           | id                           | 1                | uuid                     | uuid                     | NO          | gen_random_uuid()                                                                                                                                           |
| scope_amendments           | matter_id                    | 2                | uuid                     | uuid                     | NO          | null                                                                                                                                                        |
| scope_amendments           | engagement_agreement_id      | 3                | uuid                     | uuid                     | YES         | null                                                                                                                                                        |
| scope_amendments           | advocate_id                  | 4                | uuid                     | uuid                     | NO          | null                                                                                                                                                        |
| scope_amendments           | amendment_type               | 5                | text                     | text                     | NO          | null                                                                                                                                                        |
| scope_amendments           | reason                       | 6                | text                     | text                     | NO          | null                                                                                                                                                        |
| scope_amendments           | description                  | 7                | text                     | text                     | YES         | null                                                                                                                                                        |
| scope_amendments           | original_estimate            | 8                | numeric                  | numeric(15,2)            | YES         | null                                                                                                                                                        |
| scope_amendments           | new_estimate                 | 9                | numeric                  | numeric(15,2)            | YES         | null                                                                                                                                                        |
| scope_amendments           | variance_amount              | 10               | numeric                  | numeric(15,2)            | YES         | null                                                                                                                                                        |
| scope_amendments           | variance_percentage          | 11               | numeric                  | numeric(5,2)             | YES         | null                                                                                                                                                        |
| scope_amendments           | requested_at                 | 12               | timestamp with time zone | timestamp with time zone | NO          | now()                                                                                                                                                       |
| scope_amendments           | approved_at                  | 13               | timestamp with time zone | timestamp with time zone | YES         | null                                                                                                                                                        |
| scope_amendments           | rejected_at                  | 14               | timestamp with time zone | timestamp with time zone | YES         | null                                                                                                                                                        |
| scope_amendments           | client_notified_at           | 15               | timestamp with time zone | timestamp with time zone | YES         | null                                                                                                                                                        |
| scope_amendments           | client_approved_at           | 16               | timestamp with time zone | timestamp with time zone | YES         | null                                                                                                                                                        |
| scope_amendments           | client_rejection_reason      | 17               | text                     | text                     | YES         | null                                                                                                                                                        |
| scope_amendments           | status                       | 18               | text                     | text                     | NO          | 'pending'::text                                                                                                                                             |
| scope_amendments           | created_at                   | 19               | timestamp with time zone | timestamp with time zone | NO          | now()                                                                                                                                                       |
| scope_amendments           | updated_at                   | 20               | timestamp with time zone | timestamp with time zone | NO          | now()                                                                                                                                                       |
| scope_amendments           | deleted_at                   | 21               | timestamp with time zone | timestamp with time zone | YES         | null                                                                                                                                                        |
| service_categories         | id                           | 1                | uuid                     | uuid                     | NO          | gen_random_uuid()                                                                                                                                           |
| service_categories         | name                         | 2                | text                     | text                     | NO          | null                                                                                                                                                        |
| service_categories         | description                  | 3                | text                     | text                     | YES         | null                                                                                                                                                        |
| service_categories         | created_at                   | 4                | timestamp with time zone | timestamp with time zone | YES         | now()                                                                                                                                                       |
| service_categories         | updated_at                   | 5                | timestamp with time zone | timestamp with time zone | YES         | now()                                                                                                                                                       |
| services                   | id                           | 1                | uuid                     | uuid                     | NO          | gen_random_uuid()                                                                                                                                           |
| services                   | category_id                  | 2                | uuid                     | uuid                     | NO          | null                                                                                                                                                        |
| services                   | name                         | 3                | text                     | text                     | NO          | null                                                                                                                                                        |
| services                   | description                  | 4                | text                     | text                     | YES         | null                                                                                                                                                        |
| services                   | created_at                   | 5                | timestamp with time zone | timestamp with time zone | YES         | now()                                                                                                                                                       |
| services                   | updated_at                   | 6                | timestamp with time zone | timestamp with time zone | YES         | now()                                                                                                                                                       |
| standard_service_templates | id                           | 1                | uuid                     | uuid                     | NO          | gen_random_uuid()                                                                                                                                           |
| standard_service_templates | template_name                | 2                | text                     | text                     | NO          | null                                                                                                                                                        |
| standard_service_templates | template_description         | 3                | text                     | text                     | YES         | null                                                                                                                                                        |
| standard_service_templates | service_category             | 4                | USER-DEFINED             | USER-DEFINED             | NO          | null                                                                                                                                                        |
| standard_service_templates | matter_types                 | 5                | ARRAY                    | ARRAY                    | YES         | null                                                                                                                                                        |
| standard_service_templates | default_hourly_rate          | 6                | numeric                  | numeric(10,2)            | YES         | null                                                                                                                                                        |
| standard_service_templates | default_fixed_fee            | 7                | numeric                  | numeric(10,2)            | YES         | null                                                                                                                                                        |
| standard_service_templates | estimated_hours              | 8                | numeric                  | numeric(5,2)             | YES         | null                                                                                                                                                        |
| standard_service_templates | is_system_template           | 9                | boolean                  | boolean                  | YES         | true                                                                                                                                                        |
| standard_service_templates | bar_association              | 10               | USER-DEFINED             | USER-DEFINED             | YES         | null                                                                                                                                                        |
| standard_service_templates | created_at                   | 11               | timestamp with time zone | timestamp with time zone | YES         | now()                                                                                                                                                       |
| standard_service_templates | updated_at                   | 12               | timestamp with time zone | timestamp with time zone | YES         | now()                                                                                                                                                       |
| subscription_history       | id                           | 1                | uuid                     | uuid                     | NO          | gen_random_uuid()                                                                                                                                           |
| subscription_history       | subscription_id              | 2                | uuid                     | uuid                     | NO          | null                                                                                                                                                        |
| subscription_history       | tier                         | 3                | USER-DEFINED             | USER-DEFINED             | NO          | null                                                                                                                                                        |
| subscription_history       | status                       | 4                | USER-DEFINED             | USER-DEFINED             | NO          | null                                                                                                                                                        |
| subscription_history       | changed_at                   | 5                | timestamp with time zone | timestamp with time zone | NO          | now()                                                                                                                                                       |
| subscription_history       | changed_by                   | 6                | uuid                     | uuid                     | YES         | null                                                                                                                                                        |
| subscription_history       | reason                       | 7                | text                     | text                     | YES         | null                                                                                                                                                        |
| subscriptions              | id                           | 1                | uuid                     | uuid                     | NO          | gen_random_uuid()                                                                                                                                           |
| subscriptions              | user_id                      | 2                | uuid                     | uuid                     | NO          | null                                                                                                                                                        |
| subscriptions              | tier                         | 3                | USER-DEFINED             | USER-DEFINED             | NO          | 'admission'::subscription_tier                                                                                                                              |
| subscriptions              | status                       | 4                | USER-DEFINED             | USER-DEFINED             | NO          | 'active'::subscription_status                                                                                                                               |
| subscriptions              | current_period_start         | 5                | timestamp with time zone | timestamp with time zone | NO          | now()                                                                                                                                                       |
| subscriptions              | current_period_end           | 6                | timestamp with time zone | timestamp with time zone | NO          | (now() + '30 days'::interval)                                                                                                                               |
| subscriptions              | cancel_at_period_end         | 7                | boolean                  | boolean                  | NO          | false                                                                                                                                                       |
| subscriptions              | payment_gateway              | 8                | USER-DEFINED             | USER-DEFINED             | YES         | null                                                                                                                                                        |
| subscriptions              | gateway_subscription_id      | 9                | text                     | text                     | YES         | null                                                                                                                                                        |
| subscriptions              | gateway_customer_id          | 10               | text                     | text                     | YES         | null                                                                                                                                                        |
| subscriptions              | additional_users             | 11               | integer                  | integer(32,0)            | NO          | 0                                                                                                                                                           |
| subscriptions              | created_at                   | 12               | timestamp with time zone | timestamp with time zone | NO          | now()                                                                                                                                                       |
| subscriptions              | updated_at                   | 13               | timestamp with time zone | timestamp with time zone | NO          | now()                                                                                                                                                       |
| team_members               | id                           | 1                | uuid                     | uuid                     | NO          | gen_random_uuid()                                                                                                                                           |
| team_members               | organization_id              | 2                | uuid                     | uuid                     | NO          | null                                                                                                                                                        |
| team_members               | user_id                      | 3                | uuid                     | uuid                     | YES         | null                                                                                                                                                        |
| team_members               | email                        | 4                | text                     | text                     | NO          | null                                                                                                                                                        |
| team_members               | first_name                   | 5                | text                     | text                     | NO          | null                                                                                                                                                        |
| team_members               | last_name                    | 6                | text                     | text                     | NO          | null                                                                                                                                                        |
| team_members               | role                         | 7                | USER-DEFINED             | USER-DEFINED             | NO          | 'secretary'::team_member_role                                                                                                                               |
| team_members               | status                       | 8                | USER-DEFINED             | USER-DEFINED             | NO          | 'pending'::team_member_status                                                                                                                               |
| team_members               | invited_by                   | 9                | uuid                     | uuid                     | NO          | null                                                                                                                                                        |
| team_members               | invited_at                   | 10               | timestamp with time zone | timestamp with time zone | NO          | now()                                                                                                                                                       |
| team_members               | accepted_at                  | 11               | timestamp with time zone | timestamp with time zone | YES         | null                                                                                                                                                        |
| team_members               | created_at                   | 12               | timestamp with time zone | timestamp with time zone | NO          | now()                                                                                                                                                       |
| team_members               | updated_at                   | 13               | timestamp with time zone | timestamp with time zone | NO          | now()                                                                                                                                                       |
| time_entries               | id                           | 1                | uuid                     | uuid                     | NO          | uuid_generate_v4()                                                                                                                                          |
| time_entries               | matter_id                    | 2                | uuid                     | uuid                     | NO          | null                                                                                                                                                        |
| time_entries               | advocate_id                  | 3                | uuid                     | uuid                     | NO          | null                                                                                                                                                        |
| time_entries               | description                  | 4                | text                     | text                     | NO          | null                                                                                                                                                        |
| time_entries               | hours                        | 5                | numeric                  | numeric(5,2)             | NO          | null                                                                                                                                                        |
| time_entries               | hourly_rate                  | 6                | numeric                  | numeric(10,2)            | NO          | null                                                                                                                                                        |
| time_entries               | amount                       | 7                | numeric                  | numeric(12,2)            | YES         | null                                                                                                                                                        |
| time_entries               | entry_date                   | 8                | date                     | date                     | NO          | CURRENT_DATE                                                                                                                                                |
| time_entries               | is_billed                    | 9                | boolean                  | boolean                  | YES         | false                                                                                                                                                       |
| time_entries               | invoice_id                   | 10               | uuid                     | uuid                     | YES         | null                                                                                                                                                        |
| time_entries               | created_at                   | 11               | timestamp with time zone | timestamp with time zone | YES         | now()                                                                                                                                                       |
| time_entries               | updated_at                   | 12               | timestamp with time zone | timestamp with time zone | YES         | now()                                                                                                                                                       |
| trust_transactions         | id                           | 1                | uuid                     | uuid                     | NO          | gen_random_uuid()                                                                                                                                           |
| trust_transactions         | retainer_agreement_id        | 2                | uuid                     | uuid                     | NO          | null                                                                                                                                                        |
| trust_transactions         | advocate_id                  | 3                | uuid                     | uuid                     | NO          | null                                                                                                                                                        |
| trust_transactions         | transaction_type             | 4                | text                     | text                     | NO          | null                                                                                                                                                        |
| trust_transactions         | amount                       | 5                | numeric                  | numeric(15,2)            | NO          | null                                                                                                                                                        |
| trust_transactions         | balance_before               | 6                | numeric                  | numeric(15,2)            | NO          | null                                                                                                                                                        |
| trust_transactions         | balance_after                | 7                | numeric                  | numeric(15,2)            | NO          | null                                                                                                                                                        |
| trust_transactions         | description                  | 8                | text                     | text                     | NO          | null                                                                                                                                                        |
| trust_transactions         | reference                    | 9                | text                     | text                     | YES         | null                                                                                                                                                        |
| trust_transactions         | related_invoice_id           | 10               | uuid                     | uuid                     | YES         | null                                                                                                                                                        |
| trust_transactions         | related_time_entry_id        | 11               | uuid                     | uuid                     | YES         | null                                                                                                                                                        |
| trust_transactions         | related_expense_id           | 12               | uuid                     | uuid                     | YES         | null                                                                                                                                                        |
| trust_transactions         | transaction_date             | 13               | timestamp with time zone | timestamp with time zone | NO          | now()                                                                                                                                                       |
| trust_transactions         | created_at                   | 14               | timestamp with time zone | timestamp with time zone | NO          | now()                                                                                                                                                       |
| trust_transactions         | deleted_at                   | 15               | timestamp with time zone | timestamp with time zone | YES         | null                                                                                                                                                        |
| user_preferences           | id                           | 1                | uuid                     | uuid                     | NO          | uuid_generate_v4()                                                                                                                                          |
| user_preferences           | user_id                      | 2                | uuid                     | uuid                     | NO          | null                                                                                                                                                        |
| user_preferences           | theme                        | 3                | text                     | text                     | YES         | 'light'::text                                                                                                                                               |
| user_preferences           | notifications_enabled        | 4                | boolean                  | boolean                  | YES         | true                                                                                                                                                        |
| user_preferences           | email_notifications          | 5                | boolean                  | boolean                  | YES         | true                                                                                                                                                        |
| user_preferences           | preferences                  | 6                | jsonb                    | jsonb                    | YES         | '{}'::jsonb                                                                                                                                                 |
| user_preferences           | created_at                   | 7                | timestamp with time zone | timestamp with time zone | YES         | now()                                                                                                                                                       |
| user_preferences           | updated_at                   | 8                | timestamp with time zone | timestamp with time zone | YES         | now()                                                                                                                                                       |
| user_profiles              | id                           | 1                | uuid                     | uuid                     | NO          | gen_random_uuid()                                                                                                                                           |
| user_profiles              | user_id                      | 2                | uuid                     | uuid                     | NO          | null                                                                                                                                                        |
| user_profiles              | first_name                   | 3                | text                     | text                     | YES         | null                                                                                                                                                        |
| user_profiles              | last_name                    | 4                | text                     | text                     | YES         | null                                                                                                                                                        |
| user_profiles              | phone                        | 5                | text                     | text                     | YES         | null                                                                                                                                                        |
| user_profiles              | practice_name                | 6                | text                     | text                     | YES         | null                                                                                                                                                        |
| user_profiles              | practice_number              | 7                | text                     | text                     | YES         | null                                                                                                                                                        |
| user_profiles              | address                      | 8                | text                     | text                     | YES         | null                                                                                                                                                        |
| user_profiles              | city                         | 9                | text                     | text                     | YES         | null                                                                                                                                                        |
| user_profiles              | province                     | 10               | text                     | text                     | YES         | null                                                                                                                                                        |
| user_profiles              | postal_code                  | 11               | text                     | text                     | YES         | null                                                                                                                                                        |
| user_profiles              | avatar_url                   | 12               | text                     | text                     | YES         | null                                                                                                                                                        |
| user_profiles              | created_at                   | 13               | timestamp with time zone | timestamp with time zone | NO          | now()                                                                                                                                                       |
| user_profiles              | updated_at                   | 14               | timestamp with time zone | timestamp with time zone | NO          | now()                                                                                                                                                       || table_name                 | primary_key_columns   |
| -------------------------- | --------------------- |
| advocates                  | id                    |
| attorney_matter_access     | id                    |
| attorney_users             | id                    |
| audit_log                  | id                    |
| cloud_storage_connections  | id                    |
| cloud_storage_sync_log     | id                    |
| credit_notes               | id                    |
| document_cloud_storage     | id                    |
| document_extracted_data    | id                    |
| document_uploads           | id                    |
| engagement_agreements      | id                    |
| expenses                   | id                    |
| invoices                   | id                    |
| matter_services            | matter_id, service_id |
| matters                    | id                    |
| notifications              | id                    |
| partner_approvals          | id                    |
| payment_disputes           | id                    |
| payment_transactions       | id                    |
| payments                   | id                    |
| pdf_templates              | id                    |
| proforma_requests          | id                    |
| rate_cards                 | id                    |
| retainer_agreements        | id                    |
| scope_amendments           | id                    |
| service_categories         | id                    |
| services                   | id                    |
| standard_service_templates | id                    |
| subscription_history       | id                    |
| subscriptions              | id                    |
| team_members               | id                    |
| time_entries               | id                    |
| trust_transactions         | id                    |
| user_preferences           | id                    |
| user_profiles              | id                    | | table_name                | column_name                  | foreign_table_name        | foreign_column_name | update_rule | delete_rule |
| ------------------------- | ---------------------------- | ------------------------- | ------------------- | ----------- | ----------- |
| attorney_matter_access    | attorney_user_id             | attorney_users            | id                  | NO ACTION   | CASCADE     |
| attorney_matter_access    | granted_by                   | advocates                 | id                  | NO ACTION   | NO ACTION   |
| attorney_matter_access    | matter_id                    | matters                   | id                  | NO ACTION   | CASCADE     |
| attorney_matter_access    | revoked_by                   | advocates                 | id                  | NO ACTION   | NO ACTION   |
| cloud_storage_connections | advocate_id                  | advocates                 | id                  | NO ACTION   | CASCADE     |
| cloud_storage_sync_log    | connection_id                | cloud_storage_connections | id                  | NO ACTION   | CASCADE     |
| cloud_storage_sync_log    | local_document_id            | document_uploads          | id                  | NO ACTION   | SET NULL    |
| credit_notes              | advocate_id                  | advocates                 | id                  | NO ACTION   | CASCADE     |
| credit_notes              | dispute_id                   | payment_disputes          | id                  | NO ACTION   | SET NULL    |
| credit_notes              | invoice_id                   | invoices                  | id                  | NO ACTION   | CASCADE     |
| document_cloud_storage    | connection_id                | cloud_storage_connections | id                  | NO ACTION   | CASCADE     |
| document_cloud_storage    | document_upload_id           | document_uploads          | id                  | NO ACTION   | CASCADE     |
| document_extracted_data   | document_upload_id           | document_uploads          | id                  | NO ACTION   | CASCADE     |
| document_uploads          | matter_id                    | matters                   | id                  | NO ACTION   | CASCADE     |
| document_uploads          | proforma_request_id          | proforma_requests         | id                  | NO ACTION   | CASCADE     |
| document_uploads          | uploaded_by                  | advocates                 | id                  | NO ACTION   | NO ACTION   |
| engagement_agreements     | advocate_id                  | advocates                 | id                  | NO ACTION   | CASCADE     |
| engagement_agreements     | matter_id                    | matters                   | id                  | NO ACTION   | SET NULL    |
| engagement_agreements     | proforma_request_id          | proforma_requests         | id                  | NO ACTION   | CASCADE     |
| expenses                  | advocate_id                  | advocates                 | id                  | NO ACTION   | CASCADE     |
| expenses                  | matter_id                    | matters                   | id                  | NO ACTION   | CASCADE     |
| invoices                  | advocate_id                  | advocates                 | id                  | NO ACTION   | CASCADE     |
| invoices                  | matter_id                    | matters                   | id                  | NO ACTION   | SET NULL    |
| invoices                  | partner_approved_by          | advocates                 | id                  | NO ACTION   | NO ACTION   |
| invoices                  | source_proforma_id           | proforma_requests         | id                  | NO ACTION   | SET NULL    |
| invoices                  | written_off_by               | advocates                 | id                  | NO ACTION   | NO ACTION   |
| matter_services           | matter_id                    | matters                   | id                  | NO ACTION   | CASCADE     |
| matter_services           | service_id                   | services                  | id                  | NO ACTION   | CASCADE     |
| matters                   | advocate_id                  | advocates                 | id                  | NO ACTION   | CASCADE     |
